,SalesInMillions
311,2.1215534
312,2.565135
313,2.1420453
314,2.4762585
315,1.1630481
316,1.9061257
317,3.8433506
318,1.913127
319,1.8854607
320,1.3481618
321,2.375167
322,1.5492796
323,1.6160307
324,1.0484263
325,2.354871
326,1.1653591
327,3.6686707
328,1.5579991
329,1.468557
330,1.801747
331,1.2097849
332,1.9299669
333,1.5750121
334,2.2643955
335,2.441547
336,2.0314553
337,3.5985057
338,1.4257802
339,2.6903636
340,1.044454
341,2.6337159
342,1.4592031
343,1.6537336
344,3.771629
345,1.9610524
346,0.8021787
347,1.911367
348,1.584225
349,1.7841035
350,1.917982
351,1.7856731
352,3.7003653
353,1.3365709
354,1.5234389
355,1.4782616
356,1.6319542
357,0.9079592
358,1.6913503
359,1.1254705
360,4.9517293
361,2.5833323
362,1.5089976
363,2.441806
364,1.7691475
365,1.217589
366,2.0578141
367,2.636942
368,2.9766395
369,2.7865927
370,3.213706
371,-0.53867704
372,0.838851
373,5.699491
374,1.508893
375,0.67034906
376,1.7179022
377,1.5084385
378,0.56847477
379,1.1758081
380,3.1894236
381,1.9734007
382,2.197889
383,2.0815995
384,1.271474
385,1.3167892
386,1.9648561
387,1.7085853
388,1.5489306
389,1.9871238
390,1.2541795
391,1.7687044
392,0.995457
393,2.245715
394,3.385732
395,1.3308047
396,2.8753288
397,2.2055614
398,1.2319354
399,1.4827614
400,3.6480162
401,1.6568999
402,1.8232085
403,1.2230434
404,4.6074867
405,1.9305319
406,3.183775
407,1.5683622
408,3.4868097
409,2.338434
410,1.7913808
411,1.7044965
412,1.6975585
413,1.9793857
414,1.8678228
415,1.5964965
416,6.012831
417,1.8829795
418,1.7351841
419,2.0321848
420,1.8506507
421,3.0292044
422,3.0279977
423,4.8555236
424,1.3352648
425,1.9006056
426,2.1077714
427,2.6184494
428,1.3970265
429,1.8372087
430,2.6326253
431,2.7424564
432,1.3501277
433,1.3728981
434,1.6087967
435,1.7703177
436,2.3160906
437,1.4987254
438,2.5301793
439,1.6824813
440,10.209495
441,2.8305817
442,2.386389
443,1.150485
444,1.9608431
445,1.9360119
446,1.7403394
447,2.350223
448,1.9408336
449,0.72668344
450,1.5670719
451,1.3114375
452,2.5550978
453,2.176275
454,2.5452754
455,2.6522572
456,0.8447881
457,3.551628
458,1.5432144
459,2.5786626
460,0.61932594
461,0.50058293
462,1.8614999
463,1.3976955
464,1.6356832
465,5.6177616
466,1.8913149
467,1.281496
468,0.9211088
469,2.3861923
470,1.0205523
471,2.392656
472,6.2878585
473,2.4732313
474,2.567666
475,2.8570797
476,2.2820995
477,0.9520357
478,2.272785
479,1.2302724
480,0.85514575
481,0.10135835
482,1.189006
483,1.7183886
484,1.6429318
485,1.7604747
486,1.293779
487,2.6243072
488,3.1465454
489,2.8256226
490,2.5838978
491,1.0907717
492,1.6547575
493,1.7825798
494,0.020625344
495,1.2782553
496,1.4869013
497,0.93991375
498,2.9548712
499,1.8074799
500,1.8573126
501,1.6548511
502,0.9218712
503,1.2344956
504,0.007738481
505,1.3518534
506,3.4380295
507,3.0375035
508,1.365915
509,1.794826
510,2.0814402
511,2.0928621
512,4.7274942
513,2.0335553
514,1.2203506
515,1.5651594
516,1.4403876
517,3.9910724
518,0.43669423
519,1.9032441
520,2.8862069
521,2.7293568
522,2.543978
523,1.9157224
524,1.9996395
525,1.9135342
526,3.1368797
527,2.2196796
528,1.7631702
529,6.138433
530,1.360494
531,2.463958
532,2.7433312
533,1.4497992
534,3.9912498
535,1.8567921
536,2.2274086
537,1.3762709
538,1.9517007
539,1.6435064
540,2.0264242
541,2.2115767
542,3.4532726
543,1.3631872
544,1.4124275
545,1.7805243
546,0.60771847
547,1.042766
548,2.047502
549,1.8474673
550,2.0122645
551,1.5887947
552,5.8393245
553,0.7197978
554,0.531493
555,1.7103118
556,0.65161663
557,2.5423963
558,0.9935877
559,1.7207135
560,0.7502003
561,2.1223555
562,0.709888
563,1.6939393
564,3.4663742
565,2.0685976
566,2.2154846
567,1.4069966
568,2.3794448
569,3.0776894
570,1.9160457
571,1.873916
572,2.3349006
573,1.892881
574,2.4829853
575,1.1060026
576,1.6199398
577,1.9944485
578,2.6917486
579,3.7317584
580,1.8312608
581,1.7436978
582,1.471721
583,1.728144
584,1.6445869
585,0.66362464
586,1.4563273
587,2.4917142
588,2.1057372
589,2.450265
590,1.8380691
591,1.8792586
592,1.6289057
593,2.862738
594,1.3547454
595,3.5142505
596,2.0336142
597,1.9076105
598,2.1241224
599,2.9522333
600,2.2246006
601,1.9553237
602,1.2238611
603,2.289283
604,2.2081335
605,1.1707646
606,1.6855379
607,2.0753028
608,1.9004537
609,4.70593
610,1.806018
611,1.5393256
612,2.118563
613,2.359804
614,1.3688599
615,2.5518186
616,1.8975965
617,1.5683912
618,2.6299164
619,4.6250453
620,5.5784125
621,1.4678644
622,1.4510313
623,1.7193075
624,2.7615478
625,3.4892788
626,2.9942777
627,1.9986067
628,1.6023179
629,2.574643
630,1.6564983
631,1.8317758
632,1.9221745
633,2.0972464
634,2.7732394
635,1.4668998
636,1.2172722
637,2.7176063
638,1.4849373
639,1.2449318
640,2.2759988
641,2.9761782
642,0.7305677
643,2.1855965
644,1.350675
645,2.10717
646,1.6724261
647,2.1987216
648,2.1602032
649,2.1449182
650,1.9101893
651,2.0932987
652,1.2506382
653,1.7388144
654,1.1295286
655,2.9588096
656,1.5220485
657,5.60945
658,1.7589488
659,1.9160019
660,4.707003
661,2.3445652
662,0.84919864
663,1.3921103
664,2.250157
665,1.6338063
666,1.2897705
667,1.8705109
668,2.6124315
669,0.4938132
670,1.4191068
671,1.6834546
672,1.7905297
673,2.2090168
674,2.7130964
675,1.468701
676,2.8097458
677,2.910663
678,1.2026734
679,2.0873454
680,-0.45937896
681,2.3947737
682,1.7310983
683,1.1472849
684,1.5458994
685,2.8882864
686,2.0375454
687,2.046302
688,1.3443781
689,2.5460727
690,1.6328408
691,2.3971062
692,1.7159313
693,3.230306
694,0.7865142
695,1.663517
696,1.2676862
697,1.5753323
698,1.2682413
699,2.91372
700,1.7443274
701,1.0666746
702,2.5576856
703,1.8055973
704,4.770328
705,1.2698909
706,2.947944
707,2.964608
708,4.75128
709,2.0268257
710,1.3636274
711,1.7070866
712,2.717471
713,1.3623351
714,2.9656012
715,4.0383124
716,2.0493095
717,0.8307412
718,-0.24429931
719,1.0205251
720,1.8292023
721,2.0457473
722,1.9403392
723,4.654281
724,2.2965517
725,1.6808085
726,2.5355594
727,2.2957778
728,2.0788193
729,1.0653119
730,2.4738848
731,1.268716
732,2.7343638
733,1.2138699
734,1.438416
735,2.615391
736,0.6892844
737,1.5086126
738,2.1641514
739,0.68272877
740,4.042627
741,1.4545293
742,1.8205792
743,3.245013
744,2.4140017
745,1.4503036
746,1.5748533
747,2.0368257
748,2.160508
749,1.3455721
750,1.5797296
751,2.5087144
752,4.5058246
753,1.0189466
754,2.3932362
755,2.5986683
756,2.6384869
757,1.7096552
758,1.7592427
759,1.4052013
760,1.5427618
761,2.3858788
762,4.256854
763,1.2248062
764,1.4970816
765,2.4637043
766,3.3184335
767,2.9887683
768,1.5073566
769,2.3592513
770,2.0990732
771,1.4700481
772,3.340656
773,2.1872642
774,3.1175766
775,1.3668078
776,2.2183754
777,1.1475064
778,2.4339173
779,1.2658888
780,1.9466408
781,1.9641367
782,1.7816734
783,0.39149645
784,3.2872422
785,2.7902248
786,1.4491087
787,1.0274525
788,2.0685732
789,1.3690857
790,1.9382024
791,4.86026
792,1.472446
793,1.3780981
794,2.6020458
795,2.9907188
796,2.3339853
797,0.8105388
798,1.506999
799,1.9606222
800,1.3291172
801,2.552059
802,3.533581
803,1.3758711
804,2.679882
805,1.9663681
806,10.973022
807,2.1388035
808,0.98169404
809,1.784792
810,1.8278683
811,1.0098282
812,1.4119253
813,2.1786842
814,1.370169
815,1.788076
816,2.3596375
817,-1.3737274
818,0.8259681
819,1.0451282
820,1.60769
821,2.540327
822,2.0745938
823,2.4046128
824,1.9338311
825,3.1358178
826,3.023586
827,1.649655
828,1.5106426
829,1.5402993
830,1.3531165
831,1.7005858
832,0.56467533
833,4.726462
834,0.50679153
835,1.969277
836,1.2932807
837,1.3995568
838,1.6011763
839,1.9955012
840,1.9901314
841,1.7263161
842,2.4096568
843,1.5876274
844,1.0343088
845,1.510862
846,1.1613518
847,1.8043356
848,1.5226173
849,1.4032522
850,2.9941237
851,2.3923788
852,1.5858269
853,4.204902
854,1.4992977
855,3.7026482
856,1.6761484
857,-0.086034805
858,-0.09186983
859,1.541102
860,0.8945257
861,0.2262891
862,2.8132696
863,0.88234884
864,1.7300606
865,1.7541393
866,1.5970503
867,3.810037
868,1.6744722
869,2.143032
870,3.1870823
871,2.6976755
872,2.803301
873,1.9735107
874,2.1314058
875,1.5909834
876,1.4871092
877,1.1190552
878,2.8929894
879,2.128544
880,1.3286052
881,2.8350585
882,1.7056961
883,2.2604082
884,1.9200157
885,1.8618959
886,1.6584946
887,6.7897124
888,2.1356475
889,6.856113
890,3.389306
891,1.3310146
892,1.5841017
893,3.6420295
894,1.4510527
895,2.491235
896,2.0408294
897,1.6942554
898,2.524379
899,2.231383
900,1.9318346
901,1.7176304
902,2.201092
903,2.0722682
904,1.4209131
905,0.70620316
906,1.9403448
907,1.2281306
908,1.8650112
909,1.4334202
910,1.625552
911,2.361036
912,2.228669
913,3.1667297
914,1.7116318
915,7.568611
916,2.6095507
917,5.2189555
918,1.9521433
919,2.2098505
920,2.7935174
921,2.5210574
922,1.6231683
923,2.3378751
924,1.8705391
925,0.23293255
926,2.8003666
927,2.2362506
928,4.6977787
929,2.026056
930,1.8407642
931,1.8175465
932,1.8570175
933,2.3233197
934,5.058418
935,2.044275
936,1.6661181
937,2.4702976
938,3.6174157
939,1.8287793
940,2.6833498
941,2.2357378
942,2.9890707
943,3.4380608
944,2.1883624
945,2.172469
946,1.6499659
947,2.2022324
948,2.4098814
949,7.400396
950,2.2340117
951,1.2080212
952,1.7537723
953,1.1704069
954,1.6281332
955,3.896416
956,1.5353298
957,1.6367921
958,2.650478
959,2.691455
960,0.35658514
961,2.1409729
962,1.1950061
963,1.1126839
964,0.7156997
965,1.7837483
966,2.9013624
967,3.0065615
968,0.9526369
969,0.40620747
970,1.399753
971,1.8927041
972,1.844155
973,2.032746
974,1.8027962
975,1.6140357
976,6.443794
977,1.2813486
978,1.9309511
979,1.2585834
980,1.5756836
981,1.1028107
982,1.7492418
983,2.1556802
984,-0.011509906
985,1.4722704
986,1.8822236
987,1.4501175
988,2.5559824
989,1.579677
990,1.5820575
991,1.8637668
992,2.4371188
993,1.4694271
994,1.5465008
995,1.1082739
996,1.9238893
997,2.2071762
998,1.7228135
999,2.0628693
1000,3.0652769
1001,1.7990503
1002,2.2983878
1003,0.6101461
1004,2.5955462
1005,2.3627374
1006,2.5757577
1007,1.3323227
1008,2.4784186
1009,1.5706257
1010,1.895856
1011,1.7842602
1012,2.4905877
1013,1.3948431
1014,3.900343
1015,1.2900391
1016,1.7765306
1017,1.2249365
1018,1.7574033
1019,1.1736692
1020,0.71455604
1021,1.2842349
1022,1.989699
1023,2.2163374
1024,1.5577251
1025,2.972297
1026,1.7834239
1027,2.0282595
1028,1.8083124
1029,2.9912431
1030,1.7037884
1031,2.544291
1032,4.4528913
1033,1.6360129
1034,2.7786455
1035,1.8395854
1036,1.9513164
1037,1.0510412
1038,1.2881922
1039,1.8614393
1040,0.99674195
1041,0.81343037
1042,1.2399553
1043,1.2367212
1044,1.2677011
1045,1.6958112
1046,1.8547696
1047,1.3521305
1048,1.1749824
1049,3.0360868
1050,3.2681677
1051,1.5913073
1052,2.5315757
1053,0.51591593
1054,3.5070326
1055,1.8973923
1056,1.1493856
1057,2.8857338
1058,1.1570259
1059,2.8166409
1060,2.239392
1061,1.2259607
1062,2.1694047
1063,2.0896866
1064,1.6171035
1065,2.2726202
1066,2.4392753
1067,1.8131227
1068,1.9523916
1069,2.0403004
1070,2.2194917
1071,5.2638307
1072,7.71109
1073,2.0325158
1074,4.2917895
1075,3.6218688
1076,2.8353093
1077,2.2119997
1078,1.6988955
1079,2.1991498
1080,5.111896
1081,1.751587
1082,3.4822922
1083,0.4448425
1084,1.8227922
1085,1.4861835
1086,1.2851433
1087,1.4969269
1088,1.8748884
1089,2.1527636
1090,2.1927865
1091,0.92414206
1092,0.41148958
1093,2.6008139
1094,2.720136
1095,9.29426
1096,2.5171106
1097,2.0849235
1098,1.7124268
1099,1.4575777
1100,1.7157388
1101,1.8199128
1102,1.52248
1103,1.1722465
1104,1.3694147
1105,1.6764445
1106,1.1983799
1107,3.6790078
1108,2.5305374
1109,1.2414794
1110,1.7806779
1111,1.8892355
1112,1.9625999
1113,2.4396656
1114,1.883679
1115,2.805556
1116,0.74699014
1117,1.1849538
1118,2.554837
1119,1.2143134
1120,1.980586
1121,2.4534676
1122,0.9655652
1123,2.3119109
1124,1.3902698
1125,2.490897
1126,1.1155602
1127,2.488418
1128,1.703219
1129,1.7121996
1130,1.9641227
1131,1.4190426
1132,3.517429
1133,0.9311648
1134,0.98685217
1135,1.7268182
1136,1.819117
1137,1.8292869
1138,1.3736547
1139,1.7929949
1140,0.6627292
1141,1.8439044
1142,1.639224
1143,2.34434
1144,1.9504057
1145,2.494127
1146,2.4994535
1147,1.9431599
1148,3.584589
1149,10.226523
1150,1.2218827
1151,2.0624905
1152,1.8630313
1153,2.6046984
1154,2.2850034
1155,1.2319636
1156,0.9760437
1157,2.1856778
1158,1.9801068
1159,0.81203526
1160,2.170654
1161,1.4548235
1162,2.9009345
1163,2.1066058
1164,2.4741175
1165,0.97995263
1166,1.1133008
1167,1.2960055
1168,1.9394789
1169,4.1974225
1170,2.424409
1171,2.0344055
1172,1.3299041
1173,1.8958327
1174,3.6439831
1175,1.2723638
1176,1.8638077
1177,-0.46212623
1178,3.4699142
1179,2.172189
1180,2.6484044
1181,4.6545143
1182,2.9522333
1183,2.597376
1184,20.525751
1185,2.2286623
1186,1.2799515
1187,1.4469519
1188,1.602763
1189,2.3788564
1190,2.457813
1191,1.7260941
1192,2.613551
1193,1.8470734
1194,2.3164294
1195,1.6762028
1196,2.313092
1197,2.2128484
1198,1.6793871
1199,1.8311839
1200,1.6317873
1201,2.465392
1202,0.74241596
1203,1.7999717
1204,5.4172378
1205,3.0014274
1206,19.29413
1207,1.2039348
1208,0.9836974
1209,3.5110457
1210,0.78105956
1211,4.143109
1212,1.2214274
1213,1.1406263
1214,3.8983266
1215,2.9694624
1216,1.8376689
1217,2.08723
1218,2.6717231
1219,5.524347
1220,1.681323
1221,1.2394311
1222,2.2378638
1223,1.5547372
1224,5.3792853
1225,2.213446
1226,1.9342059
1227,3.3841715
1228,1.300871
1229,4.949208
1230,4.7428384
1231,1.7774588
1232,3.5685623
1233,1.2292752
1234,1.7129875
1235,2.080121
1236,0.40283433
1237,3.4719307
1238,2.940479
1239,1.6085752
1240,1.8405919
1241,1.0625964
1242,2.703266
1243,1.7863365
1244,2.4108465
1245,0.87898415
1246,2.618838
1247,1.0079106
1248,1.7806982
1249,2.3338313
1250,0.8814671
1251,0.52761227
1252,3.4573867
1253,1.7803031
1254,1.5779032
1255,1.9272938
1256,1.7651392
1257,1.1383923
1258,1.3300456
1259,1.3337349
1260,1.8774118
1261,0.5587888
1262,1.8601803
1263,2.4703608
1264,2.1630497
1265,1.1910719
1266,0.965267
1267,1.0897981
1268,2.0045815
1269,1.9566065
1270,1.5347357
1271,4.465609
1272,2.095149
1273,1.414064
1274,1.8418608
1275,0.83430797
1276,1.7118555
1277,2.3793592
1278,1.9259294
1279,2.55918
1280,3.698142
1281,0.97494346
1282,1.1088232
1283,1.8283151
1284,1.5251046
1285,3.235595
1286,1.310028
1287,2.7457447
1288,2.4785483
1289,1.5526552
1290,0.13205631
1291,1.3803697
1292,2.2356741
1293,4.3183365
1294,1.9137398
1295,1.8188998
1296,1.2032074
1297,0.77167207
1298,1.808792
1299,2.1872566
1300,2.3092473
1301,0.6110499
1302,2.0898592
1303,0.66918117
1304,1.2745417
1305,3.2794962
1306,2.9548652
1307,1.5777982
1308,1.9889594
1309,3.1359386
1310,1.9621634
1311,2.9169247
1312,1.8660425
1313,1.6637162
1314,0.64267033
1315,1.2167095
1316,1.7569863
1317,1.32029
1318,2.4109383
1319,3.126704
1320,2.4355786
1321,2.4612606
1322,2.7274866
1323,1.6150093
1324,4.385015
1325,1.9365706
1326,1.0934495
1327,2.7918072
1328,1.1494435
1329,2.0486717
1330,-0.61518896
1331,1.7955393
1332,0.99651986
1333,1.8143052
1334,1.8855177
1335,0.9096182
1336,1.5555668
1337,1.8855022
1338,1.6724676
1339,2.0188463
1340,2.7142315
1341,1.3566799
1342,2.5781534
1343,1.1466128
1344,1.8006516
1345,2.5835836
1346,1.7889408
1347,1.1657597
1348,2.6018121
1349,1.218201
1350,1.9856415
1351,1.8927946
1352,4.6393566
1353,3.3073025
1354,1.1480412
1355,1.6041929
1356,3.0908377
1357,6.3191886
1358,1.9480748
1359,4.8341007
1360,2.6050603
1361,2.5835602
1362,1.3726488
1363,0.73278564
1364,1.3142333
1365,2.486822
1366,1.5059916
1367,2.6693382
1368,1.909358
1369,7.888475
1370,7.9113255
1371,1.6204386
1372,1.8841642
1373,0.79614013
1374,1.9516801
1375,2.360902
1376,2.3689473
1377,1.2747396
1378,1.5971938
1379,1.5718446
1380,1.6645666
1381,1.7269572
1382,4.007618
1383,1.0216945
1384,2.1323407
1385,1.6580337
1386,1.1859107
1387,1.7611314
1388,1.3306609
1389,1.3507253
1390,1.7584864
1391,2.064728
1392,1.9071394
1393,2.194722
1394,1.6729637
1395,1.7698139
1396,1.4025398
1397,3.3115644
1398,1.4026312
1399,1.5487744
1400,3.0414402
1401,2.1667862
1402,3.6619833
1403,3.417916
1404,2.8020945
1405,1.6834601
1406,1.7505065
1407,1.0063003
1408,1.5175858
1409,2.8202364
1410,2.5915062
1411,1.2997301
1412,1.1975818
1413,2.0924284
1414,1.3044319
1415,2.3348818
1416,-1.0354067
1417,1.1765589
1418,1.1394529
1419,1.6510286
1420,2.1194875
1421,2.2568853
1422,2.0788853
1423,1.4247619
1424,2.7286463
1425,1.1234993
1426,2.691991
1427,2.2466583
1428,2.459677
1429,1.5862726
1430,2.3705008
1431,1.3115605
1432,1.0146877
1433,1.5756402
1434,1.9012841
1435,0.9365275
1436,1.4484253
1437,0.9585359
1438,1.5963255
1439,1.8000809
1440,1.8628587
1441,2.2021754
1442,2.430297
1443,5.052833
1444,2.0754917
1445,1.1898462
1446,3.288166
1447,2.4087749
1448,2.4847937
1449,2.1717389
1450,1.3379055
1451,1.8932358
1452,1.3592798
1453,2.1291668
1454,2.6650202
1455,2.8714924
1456,2.117243
1457,1.5723238
1458,1.8982586
1459,2.7316792
1460,2.0622213
1461,1.8430763
1462,1.4535165
1463,2.4933672
1464,1.6647781
1465,2.0650916
1466,1.9478337
1467,1.6768299
1468,1.4662374
1469,1.5191196
1470,0.710418
1471,1.800471
1472,2.2671483
1473,0.7747529
1474,3.1698086
1475,2.3588598
1476,1.5577126
1477,0.79233503
1478,1.6763229
1479,1.8281527
1480,1.315751
1481,3.5700483
1482,0.9926707
1483,1.5653809
1484,3.141526
1485,1.3384565
1486,1.6454173
1487,2.1552265
1488,2.396264
1489,12.8255415
1490,2.2283854
1491,1.5010954
1492,1.213839
1493,0.79852134
1494,1.9195738
1495,2.1878898
1496,1.216832
1497,1.5609678
1498,3.013233
1499,1.3094736
1500,2.0267465
1501,1.5521622
1502,1.7579621
